instruction,question,answer,case_number,year,appeal_status,status
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشركات) وتحديداً في مسائل (الآثار القانونية المترتبة على ترك الخصومة في الدعوى القضائية). تقدم إجابات دقيقة.,ما هي الطرق المعتمدة لتقديم طلب ترك الخصومة في المحكمة التجارية وفقاً لنظام المرافعات الشرعية؟,"يمكن تقديم طلب ترك الخصومة بعدة طرق: بتبليغ يوجه إلى الخصم، أو بتقرير من المدعي لدى الكاتب المختص في المحكمة، أو ببيان صريح في مذكرة موقع عليها من المدعي أو وكيله مع إطلاع الخصم عليها، أو بإبداء الطلب شفهيًا في الجلسة وإثباته في ضبطها.

(المصدر: حكم رقم ٤٥٧٠٥٢٩١٠٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 52.76%)",٤٥٧٠٥٢٩١٠٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشراكة التجارية واسترداد رأس المال) وتحديداً في مسائل (التزام المضارب برد رأس المال إلى رب المال عند انتهاء عقد المضاربة أو عدم الوفاء بشروطه، وتأكيد مبدأ سلامة رأس المال.). تقدم إجابات دقيقة.,ما هو التزام المضارب تجاه رب المال فيما يتعلق برأس المال عند انتهاء عقد المضاربة أو عدم الوفاء بشروطه؟,"يلتزم المضارب بأن يزود رب المال بالمعلومات المتعلقة بأعمال المضاربة ويقدم له حساباً عنها عند انتهائها، كما يلتزم برد نصيب رب المال من مال المضاربة إليه عند انتهاء العقد، وذلك تأسيساً على مبدأ سلامة رأس المال.

(المصدر: حكم رقم ٤٥٧١٤٠٦٣٩١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 47.11%)",٤٥٧١٤٠٦٣٩١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشراكة التجارية واسترداد رأس المال) وتحديداً في مسائل (التزام المضارب برد رأس المال إلى رب المال عند انتهاء عقد المضاربة أو عدم الوفاء بشروطه، وتأكيد مبدأ سلامة رأس المال.). تقدم إجابات دقيقة.,أنا مستثمر دخلت في شراكة تجارية بمبلغ 200 ألف ريال لبيع وشراء منتجات معينة، واتفقنا على نسبة أرباح لي، لكن الشريك لم يلتزم بالعمل المتفق عليه ولم يحقق أي أرباح. هل يمكنني استرداد رأس مالي؟ وما هي المستندات التي تدعم موقفي؟,"نعم، يمكنك المطالبة باسترداد رأس مالك المدفوع، خاصة إذا لم يلتزم الشريك بالعمل المتفق عليه أو لم يفِ بشروط العقد. المستندات التي تدعم موقفك تشمل عقد الشراكة المبرم بينكما، وإثباتات دفع رأس المال (مثل الحوالات البنكية)، وأي مراسلات أو وثائق تثبت عدم التزام الشريك أو انتهاء مدة العقد دون تحقيق الغرض منه.

(المصدر: حكم رقم ٤٥٧١٤٠٦٣٩١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 47.11%)",٤٥٧١٤٠٦٣٩١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات الشراكة التجارية واسترداد رأس المال) وتحديداً في مسائل (التزام المضارب برد رأس المال إلى رب المال عند انتهاء عقد المضاربة أو عدم الوفاء بشروطه، وتأكيد مبدأ سلامة رأس المال.). تقدم إجابات دقيقة.,في دعوى استرداد رأس مال شراكة، ما هي الإجراءات التي تتخذها المحكمة إذا تخلفت المدعى عليها عن تقديم دفاعها أو لم تحضر الجلسات؟,"إذا تخلفت المدعى عليها عن تقديم دفاعها أو لم تحضر الجلسات بعد تبليغها بشكل صحيح، فإن المحكمة قد تعتبر ذلك نكولاً عن الدفاع، مما قد يؤكد صحة مطالبة المدعي. وفي هذه الحالة، تستمر المحكمة في نظر الدعوى بناءً على المستندات والأدلة المقدمة من المدعي، وقد تصدر حكمها بناءً على ما توفر لديها من بينات.

(المصدر: حكم رقم ٤٥٧١٤٠٦٣٩١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 47.11%)",٤٥٧١٤٠٦٣٩١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود بيع) وتحديداً في مسائل (التعويض عن أضرار التقاضي والإقرار القضائي). تقدم إجابات دقيقة.,ما هي المعايير التي تستند إليها المحكمة التجارية لتقدير التعويض عن مصاريف التقاضي؟,"تستند المحكمة التجارية في تقدير التعويض عن مصاريف التقاضي إلى عدة معايير منصوص عليها في المادة (١٦٤) من اللائحة التنفيذية لنظام المحاكم التجارية، وتشمل هذه المعايير: جسامة الضرر، مقدار المبلغ المحكوم به في الدعوى الأصلية، مدى مماطلة المحكوم عليه، العرف أو العادة المستقرة، ورأي الخبير عند الاقتضاء.

(المصدر: حكم رقم ٤٥٧٠٨٧٦٢٦٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.77%)",٤٥٧٠٨٧٦٢٦٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود بيع) وتحديداً في مسائل (التعويض عن أضرار التقاضي والإقرار القضائي). تقدم إجابات دقيقة.,أنا صاحب شركة، أقمت دعوى تجارية ضد مورد لم يسلمني البضاعة بعد سداد كامل الثمن، وقد أقر المورد بالدين في المحكمة. هل يمكنني المطالبة بتعويض عن أتعاب المحاماة التي تكبدتها لرفع هذه الدعوى؟,"نعم، يمكنك المطالبة بتعويض عن أتعاب المحاماة. فإذا أقر المورد بالدين، وتبين للمحكمة أن مماطلته أو عدم تسليمه للبضاعة هو ما ألجأ شركتك إلى إقامة الدعوى، فمن المرجح أن تحكم المحكمة لك بتعويض عن مصاريف التقاضي، مع الأخذ في الاعتبار العوامل المذكورة في المادة 164 من اللائحة التنفيذية لنظام المحاكم التجارية لتقدير مبلغ التعويض بشكل عادل.

(المصدر: حكم رقم ٤٥٧٠٨٧٦٢٦٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.77%)",٤٥٧٠٨٧٦٢٦٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - عقود بيع) وتحديداً في مسائل (التعويض عن أضرار التقاضي والإقرار القضائي). تقدم إجابات دقيقة.,ما هو الأثر القانوني للإقرار القضائي الصادر عن المدعى عليه في المنازعات التجارية؟,"الإقرار القضائي الصادر عن المدعى عليه، إذا صدر صحيحاً ومستوفياً لأركانه وشروطه، يعتبر حجة قاطعة على المقر وقاصرة عليه، ويكون فيصلاً حاسماً في النزاع أمام القاضي، ويرتب أثره بإظهار الحق المعترف به وارتفاع مناط الخلاف بصدده، مما يؤدي إلى قبول الطلب المتعلق بالمبلغ المقر به.

(المصدر: حكم رقم ٤٥٧٠٨٧٦٢٦٣ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.77%)",٤٥٧٠٨٧٦٢٦٣,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (دعوى تجارية) وتحديداً في مسائل (بطلان عقد الشراكة الاستثمارية المبرم من مستثمر أجنبي لعدم حصوله على ترخيص مزاولة الاستثمار الأجنبي، مما يجعل محل العقد مخالفاً للنظام العام وسببه غير مشروع، ويوجب إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد.). تقدم إجابات دقيقة.,ما هو الأثر القانوني المترتب على إبرام عقد استثمار في المملكة العربية السعودية من قبل مستثمر أجنبي لا يملك ترخيصاً بذلك؟,"يقع العقد باطلاً لمخالفته النظام العام وعدم مشروعية سببه، وذلك لعدم حصول المستثمر الأجنبي على الترخيص اللازم لمزاولة الاستثمار وفقاً لنظام الاستثمار الأجنبي، ويترتب على ذلك وجوب إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد.

(المصدر: حكم رقم ٤٥٧٠٦٧٩٨٧٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 38.02%)",٤٥٧٠٦٧٩٨٧٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (دعوى تجارية) وتحديداً في مسائل (بطلان عقد الشراكة الاستثمارية المبرم من مستثمر أجنبي لعدم حصوله على ترخيص مزاولة الاستثمار الأجنبي، مما يجعل محل العقد مخالفاً للنظام العام وسببه غير مشروع، ويوجب إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد.). تقدم إجابات دقيقة.,أنا مستثمر أجنبي دخلت في شراكة مضاربة مع طرف سعودي لبيع وشراء التمور، ودفعت له رأس مال، لكنني لم أستخرج ترخيص استثمار أجنبي. الآن الطرف الآخر يرفض رد رأس المال أو دفع الأرباح. ما هو موقفي القانوني وهل يمكنني استرداد رأس مالي؟,"بما أنك مستثمر أجنبي ولم تحصل على ترخيص لمزاولة الاستثمار في المملكة، فإن عقد الشراكة المبرم يعتبر باطلاً لمخالفته نظام الاستثمار الأجنبي والنظام العام. وعلى الرغم من بطلان العقد، يحق لك استرداد رأس المال الذي دفعته، حيث يوجب النظام إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد. أما المطالبة بالأرباح فقد لا تكون ممكنة في ظل بطلان العقد.

(المصدر: حكم رقم ٤٥٧٠٦٧٩٨٧٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 38.02%)",٤٥٧٠٦٧٩٨٧٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (دعوى تجارية) وتحديداً في مسائل (بطلان عقد الشراكة الاستثمارية المبرم من مستثمر أجنبي لعدم حصوله على ترخيص مزاولة الاستثمار الأجنبي، مما يجعل محل العقد مخالفاً للنظام العام وسببه غير مشروع، ويوجب إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد.). تقدم إجابات دقيقة.,ما هي المواد النظامية التي تستند إليها المحكمة لإبطال عقد استثمار أجنبي غير مرخص، وما هو الأثر المترتب على هذا الإبطال؟,"تستند المحكمة إلى المادة (٢) من نظام الاستثمار الأجنبي التي تشترط الحصول على ترخيص لمزاولة الاستثمار الأجنبي، والمادة (٧٢) من نظام المعاملات المدنية التي تنص على بطلان العقد إذا كان محله مخالفاً للنظام العام، والمادة (٧٥) من ذات النظام التي تبطل العقد إذا كان السبب الباعث على التعاقد غير مشروع. ويترتب على هذا الإبطال وجوب إعادة الطرفين إلى الحالة التي كانا عليها قبل التعاقد، وذلك وفقاً للمادة (٨٢) من نظام المعاملات المدنية، مما يعني إلزام الطرف الذي استلم رأس المال برده.

(المصدر: حكم رقم ٤٥٧٠٦٧٩٨٧٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 38.02%)",٤٥٧٠٦٧٩٨٧٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - صلح قضائي) وتحديداً في مسائل (الصلح الذي يتم بين الأطراف أمام المحكمة التجارية ويُثبت في محضر الجلسة المعتمد يُعد سنداً تنفيذيًّا وتنقضي به الدعوى.). تقدم إجابات دقيقة.,ما هو الأثر القانوني للصلح الذي يتم بين أطراف الدعوى أمام المحكمة التجارية؟,"الصلح الذي يتم بين الأطراف أمام المحكمة التجارية ويُثبت في محضر الجلسة المعتمد يُعد سنداً تنفيذيًّا، وتنقضي به الدعوى، ويلزم الطرفين بما اتفقا عليه.

(المصدر: حكم رقم 4670311214 لعام 1446هـ | نسبة تأكيد الربط: 28.38%)",4670311214,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - صلح قضائي) وتحديداً في مسائل (الصلح الذي يتم بين الأطراف أمام المحكمة التجارية ويُثبت في محضر الجلسة المعتمد يُعد سنداً تنفيذيًّا وتنقضي به الدعوى.). تقدم إجابات دقيقة.,أنا عميل لدي نزاع تجاري مع شركة أخرى، وقد توصلنا إلى اتفاق ودي لإنهاء النزاع. هل يمكننا إثبات هذا الاتفاق أمام المحكمة ليكون له قوة قانونية ملزمة؟ وما هي الخطوات؟,"نعم، يمكنكم إثبات هذا الاتفاق أمام المحكمة التجارية. يجب عليكم طلب تدوين ما اتفقتم عليه من صلح في محضر الجلسة، ويوقع الأطراف عليه، ويعتمده رئيس الجلسة. بعد اعتماده، يُعد محضر الجلسة سنداً تنفيذيًّا، وتنقضي به الدعوى، ويصبح ملزماً للطرفين.

(المصدر: حكم رقم 4670311214 لعام 1446هـ | نسبة تأكيد الربط: 28.38%)",4670311214,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - صلح قضائي) وتحديداً في مسائل (الصلح الذي يتم بين الأطراف أمام المحكمة التجارية ويُثبت في محضر الجلسة المعتمد يُعد سنداً تنفيذيًّا وتنقضي به الدعوى.). تقدم إجابات دقيقة.,ما هي الإجراءات الدقيقة التي تتبعها المحكمة التجارية لإثبات الصلح بين الخصوم وجعله سنداً تنفيذياً؟,"وفقاً للمادة 29/2 من نظام المحاكم التجارية، إذا اتفق الأطراف على الصلح أمام الدائرة، يُثبت ذلك في محضر الجلسة، ويوقع الأطراف عليه، ويعتمده رئيس الجلسة. بعد ذلك، يُعد محضر الجلسة المعتمد سنداً تنفيذيًّا، وتُسلم صورته وفقاً لإجراءات تسليم الأحكام، وتعد الدعوى منقضية بذلك.

(المصدر: حكم رقم 4670311214 لعام 1446هـ | نسبة تأكيد الربط: 28.38%)",4670311214,1446,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (عقد توريد)) وتحديداً في مسائل (جواز الصلح بين الخصوم وإلزاميته متى تم إثباته في محضر الدعوى وصدر به صك من المحكمة، ما لم يخالف الشرع أو النظام.). تقدم إجابات دقيقة.,ما هو الأثر القانوني للصلح الذي يتم الاتفاق عليه بين الأطراف أمام المحكمة؟,"الصلح الذي يتفق عليه الأطراف أمام المحكمة ويتم تدوينه في محضر الدعوى ويصدر به صك من المحكمة، يكون ملزماً للطرفين وينهي النزاع بينهما، وذلك ما لم يخالف أحكام الشريعة الإسلامية أو الأنظمة المرعية.

(المصدر: حكم رقم ٤٥٧٠٥٧٥٥٥٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 28.55%)",٤٥٧٠٥٧٥٥٥٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (عقد توريد)) وتحديداً في مسائل (جواز الصلح بين الخصوم وإلزاميته متى تم إثباته في محضر الدعوى وصدر به صك من المحكمة، ما لم يخالف الشرع أو النظام.). تقدم إجابات دقيقة.,أنا صاحب شركة، وقد توصلت مع خصمي في دعوى تجارية إلى اتفاق صلح أمام المحكمة. هل هذا الاتفاق ينهي النزاع بشكل قطعي؟ وما هي الخطوة التالية لضمان حقوقي؟,"نعم، الاتفاق الذي توصلت إليه مع خصمك أمام المحكمة يعتبر حاسماً للنزاع إذا تم تدوينه في محضر الجلسة وصدر به صك من المحكمة. لضمان حقوقك، يجب التأكد من أن المحكمة قد أثبتت هذا الصلح في محضر الدعوى وأصدرت حكماً بإلزاميته وفقاً للاتفاق، وبذلك يصبح الحكم نهائياً وملزماً للطرفين.

(المصدر: حكم رقم ٤٥٧٠٥٧٥٥٥٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 28.55%)",٤٥٧٠٥٧٥٥٥٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (نزاع تجاري (عقد توريد)) وتحديداً في مسائل (جواز الصلح بين الخصوم وإلزاميته متى تم إثباته في محضر الدعوى وصدر به صك من المحكمة، ما لم يخالف الشرع أو النظام.). تقدم إجابات دقيقة.,ما هي الإجراءات القضائية التي تتبعها المحكمة لإثبات اتفاق الصلح بين الخصوم وإصدار حكم بشأنه؟,"وفقاً للمادة (70) من نظام المرافعات الشرعية، إذا طلب الخصوم من المحكمة تدوين ما اتفقوا عليه من صلح في محضر الدعوى، فعلى المحكمة إثبات هذا الاتفاق في المحضر، ثم تصدر صكاً بذلك. هذا الصك يكون بمثابة حكم قضائي يلزم الطرفين بما اتفقا عليه.

(المصدر: حكم رقم ٤٥٧٠٥٧٥٥٥٥ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 28.55%)",٤٥٧٠٥٧٥٥٥٥,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - مطالبة مالية وتعويض عن أضرار التقاضي) وتحديداً في مسائل (يحق للمحكمة تضمين حكمها الفصل في طلب التعويض عن مصاريف التقاضي إذا أحوج المدعى عليه المدعي للشاكية، مع مراعاة عدة عوامل في تقدير التعويض، حتى لو تم سداد أصل المطالبة لاحقًا.). تقدم إجابات دقيقة.,ما هو الأساس القانوني لتعويض المدعي عن مصاريف التقاضي في الدعاوى التجارية؟,"تُلزم المادة (164) من اللائحة التنفيذية لنظام المحاكم التجارية المحكمة بتضمين حكمها الفصل في طلب التعويض عن الأضرار المادية والمعنوية، بما في ذلك مصاريف التقاضي، إذا أحوج المدعى عليه المدعي للشاكية، حتى لو تم سداد أصل المطالبة لاحقًا.

(المصدر: حكم رقم ٤٥٧٠٣٠٨٤٧٠ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.02%)",٤٥٧٠٣٠٨٤٧٠,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - مطالبة مالية وتعويض عن أضرار التقاضي) وتحديداً في مسائل (يحق للمحكمة تضمين حكمها الفصل في طلب التعويض عن مصاريف التقاضي إذا أحوج المدعى عليه المدعي للشاكية، مع مراعاة عدة عوامل في تقدير التعويض، حتى لو تم سداد أصل المطالبة لاحقًا.). تقدم إجابات دقيقة.,أنا مدعى عليّ في قضية تجارية، وقمت بسداد المبلغ الأصلي للمطالبة قبل صدور الحكم، فهل يمكن أن أُلزم بدفع أتعاب التقاضي للمدعي؟,"نعم، إذا ثبت أنك أحوجت المدعي لرفع الدعوى بسبب تأخرك في السداد أو عدم الوفاء بالالتزام في وقته، فإن المحكمة قد تلزمك بدفع أتعاب التقاضي كتعويض للمدعي، حتى لو سددت أصل المبلغ لاحقًا، وذلك استنادًا للمادة (164) من اللائحة التنفيذية لنظام المحاكم التجارية.

(المصدر: حكم رقم ٤٥٧٠٣٠٨٤٧٠ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.02%)",٤٥٧٠٣٠٨٤٧٠,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعات تجارية - مطالبة مالية وتعويض عن أضرار التقاضي) وتحديداً في مسائل (يحق للمحكمة تضمين حكمها الفصل في طلب التعويض عن مصاريف التقاضي إذا أحوج المدعى عليه المدعي للشاكية، مع مراعاة عدة عوامل في تقدير التعويض، حتى لو تم سداد أصل المطالبة لاحقًا.). تقدم إجابات دقيقة.,ما هي العوامل التي تأخذها المحكمة في الاعتبار عند تقدير مبلغ التعويض عن مصاريف التقاضي؟,"تراعي المحكمة في تقدير التعويض عن مصاريف التقاضي عدة عوامل منها: جسامة الضرر، مقدار المبلغ المحكوم به، مماطلة المحكوم عليه، العرف أو العادة المستقرة، ورأي الخبير عند الاقتضاء، وذلك وفقًا للمادة (164) من اللائحة التنفيذية لنظام المحاكم التجارية.

(المصدر: حكم رقم ٤٥٧٠٣٠٨٤٧٠ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 27.02%)",٤٥٧٠٣٠٨٤٧٠,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضاء مستعجل تجاري) وتحديداً في مسائل (يشترط لقبول الطلب المستعجل توافر صفة الاستعجال المتمثلة في وجود خطر يلحق بالمدعي ضرراً لا يمكن تداركه بإجراءات التقاضي العادية، وأن يكون الطلب يخشى عليه فوات الوقت، ولا يدخل ضمن ذلك الطلبات الموضوعية التي يمكن النظر فيها على التراخي.). تقدم إجابات دقيقة.,ما هي الشروط الأساسية لقبول الطلب المستعجل في المحاكم التجارية؟,"يشترط لقبول الطلب المستعجل وجود الضرر المحدق، والفوات الموشك، وثبوت صفة الاستعجال، بحيث يكون هناك خطر يلحق بالمدعي ضرراً لا يمكن تداركه باللجوء إلى إجراءات التقاضي العادية.

(المصدر: حكم رقم ٤٥٧٠٩٤٥٠٢١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 49.25%)",٤٥٧٠٩٤٥٠٢١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضاء مستعجل تجاري) وتحديداً في مسائل (يشترط لقبول الطلب المستعجل توافر صفة الاستعجال المتمثلة في وجود خطر يلحق بالمدعي ضرراً لا يمكن تداركه بإجراءات التقاضي العادية، وأن يكون الطلب يخشى عليه فوات الوقت، ولا يدخل ضمن ذلك الطلبات الموضوعية التي يمكن النظر فيها على التراخي.). تقدم إجابات دقيقة.,لدي مستند مهم أشك في تزوير ختمه وأرغب في التحفظ عليه قضائيًا لإثبات التزوير في دعوى لاحقة. هل يمكنني تقديم طلب مستعجل لذلك؟,"لا يُعد طلب التحفظ على مستند لمراجعة الختم وإثبات تزويره طلبًا مستعجلاً بالضرورة، لأنه طلب موضوعي يمكن النظر فيه على التراخي ولا يوجد فيه ما يُخشى فواته، وبالتالي قد لا تتوفر فيه مبررات الاستعجال لقبوله كطلب مستعجل.

(المصدر: حكم رقم ٤٥٧٠٩٤٥٠٢١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 49.25%)",٤٥٧٠٩٤٥٠٢١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضاء مستعجل تجاري) وتحديداً في مسائل (يشترط لقبول الطلب المستعجل توافر صفة الاستعجال المتمثلة في وجود خطر يلحق بالمدعي ضرراً لا يمكن تداركه بإجراءات التقاضي العادية، وأن يكون الطلب يخشى عليه فوات الوقت، ولا يدخل ضمن ذلك الطلبات الموضوعية التي يمكن النظر فيها على التراخي.). تقدم إجابات دقيقة.,ما هو نطاق نظر المحكمة التجارية عند الفصل في الطلبات المستعجلة؟,"يقتصر نظر المحكمة في الطلب المستعجل على مدى توافر شروط الطلب المستعجل (كالضرر المحدق والاستعجال)، دون التحقق من ثبوت الحق الموضوعي نفسه.

(المصدر: حكم رقم ٤٥٧٠٩٤٥٠٢١ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 49.25%)",٤٥٧٠٩٤٥٠٢١,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية) وتحديداً في مسائل (تعتبر وثيقة التعهد والالتزام المصدقة من الغرفة التجارية بينة كافية لإثبات المطالبة المالية، ويسقط دفع المدعى عليه إذا لم يقدم بينة موصلة لدحضها أو إثبات تنازل المدعي عن حقه.). تقدم إجابات دقيقة.,ما هي حجية وثيقة التعهد والالتزام المصدقة من الغرفة التجارية في إثبات المطالبة المالية؟,"تعتبر وثيقة التعهد والالتزام المصدقة من الغرفة التجارية بينة قوية وكافية لإثبات المطالبة المالية، وتعتمد عليها المحكمة في الحكم بإلزام المدين ما لم يقدم بينة قوية تدحضها.

(المصدر: حكم رقم ٤٥٧١٢٢٩٨٣٢ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 18.5%)",٤٥٧١٢٢٩٨٣٢,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية) وتحديداً في مسائل (تعتبر وثيقة التعهد والالتزام المصدقة من الغرفة التجارية بينة كافية لإثبات المطالبة المالية، ويسقط دفع المدعى عليه إذا لم يقدم بينة موصلة لدحضها أو إثبات تنازل المدعي عن حقه.). تقدم إجابات دقيقة.,أنا صاحب شركة قمت ببيع بضاعة لشركة أخرى بموجب تعهد والتزام مصدق من الغرفة التجارية، ولم تسدد الشركة المبلغ. ما هي فرصي في استرداد حقي قضائياً؟,"فرصك في استرداد حقك القضائي قوية جداً، حيث أن وثيقة التعهد والالتزام المصدقة من الغرفة التجارية تُعد بينة قاطعة على صحة المطالبة. ستقوم المحكمة بإلزام الشركة المدعى عليها بالسداد ما لم تتمكن من تقديم بينة قوية وموصلة تثبت سدادها أو تنازلك عن المبلغ أو بطلان الوثيقة.

(المصدر: حكم رقم ٤٥٧١٢٢٩٨٣٢ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 18.5%)",٤٥٧١٢٢٩٨٣٢,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (منازعة تجارية - مطالبة مالية) وتحديداً في مسائل (تعتبر وثيقة التعهد والالتزام المصدقة من الغرفة التجارية بينة كافية لإثبات المطالبة المالية، ويسقط دفع المدعى عليه إذا لم يقدم بينة موصلة لدحضها أو إثبات تنازل المدعي عن حقه.). تقدم إجابات دقيقة.,في حال أنكر المدعى عليه صحة وثيقة التعهد المصدقة من الغرفة التجارية، ما هي الإجراءات التي تتخذها المحكمة للتحقق من صحتها؟,"في حال أنكر المدعى عليه صحة الوثيقة المصدقة، فإن المحكمة تطلب منه تقديم بينة لدحضها أو إثبات تزويرها. كما يمكن للمحكمة التحقق من صحة التصديق عبر مخاطبة الغرفة التجارية المصدرة للتصديق، وفي حال عدم تقديم المدعى عليه بينة موصلة لدحضها، فإن المحكمة تعتمد على الوثيقة كبينة صحيحة.

(المصدر: حكم رقم ٤٥٧١٢٢٩٨٣٢ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 18.5%)",٤٥٧١٢٢٩٨٣٢,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (يترتب على نكول المدعى عليه عن أداء اليمين الحاسمة، بعد توجيهها إليه من المدعي وإبلاغه بها، الحكم عليه بما ادعاه المدعي.). تقدم إجابات دقيقة.,ما هي الآثار القانونية المترتبة على تخلف المدعى عليه عن أداء اليمين الحاسمة بعد توجيهها إليه؟,"إذا تخلف المدعى عليه عن الحضور لأداء اليمين الحاسمة الموجهة إليه من المدعي بعد تبلغه بها، يُعد ناكلاً عن اليمين، ويترتب على ذلك الحكم عليه بما ادعاه المدعي، وذلك استناداً للمادة (103) من نظام الإثبات.

(المصدر: حكم رقم ٤٥٧٠٤٩٦٢٦٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 39.19%)",٤٥٧٠٤٩٦٢٦٨,١٤٤٥,,pending
أنت مستشار قانوني سعودي، متخصص في الدعاوى (قضية تجارية) وتحديداً في مسائل (يترتب على نكول المدعى عليه عن أداء اليمين الحاسمة، بعد توجيهها إليه من المدعي وإبلاغه بها، الحكم عليه بما ادعاه المدعي.). تقدم إجابات دقيقة.,أنا مدعي في قضية تجارية، وقد أسقطت بيناتي وطلبت توجيه اليمين الحاسمة للمدعى عليه لإثبات حقي، لكنه لم يحضر الجلسة المخصصة لأداء اليمين رغم تبليغه. ما هو الإجراء المتوقع من المحكمة في هذه الحالة؟,"في هذه الحالة، ستعتبر المحكمة المدعى عليه ناكلاً عن أداء اليمين لتخلفه عن الحضور رغم تبلغه، وبناءً على ذلك، من المتوقع أن تحكم المحكمة لصالحك بإلزام المدعى عليه بالمبلغ المطالب به، وذلك وفقاً لأحكام نظام الإثبات.

(المصدر: حكم رقم ٤٥٧٠٤٩٦٢٦٨ لعام ١٤٤٥هـ | نسبة تأكيد الربط: 39.19%)",٤٥٧٠٤٩٦٢٦٨,١٤٤٥,,pending
